id	adj.P.Val.SCoV.over.Mock	geneSymbol	logFC.SCoV.over.Mock	P.Value.SCoV.over.Mock	species
NP_001007268.1	0.086393856	PLA2R1	1.583240004	0.042905163	HOMO SAPIENS
NP_001106710.1	0.115472393	HIPK2	1.576434008	0.0630271	HOMO SAPIENS
NP_001138424.1	0.000465272	SDK2	6.897081542	1.67E-05	HOMO SAPIENS
NP_001164056.1	0.125843451	PLB1	2.876897872	0.070778326	HOMO SAPIENS
NP_001008495.2	0.003445015	TMEM64	4.382104243	0.000452795	HOMO SAPIENS
NP_001129427.1	0.313488381	TRPC4	-1.437280448	0.226503653	HOMO SAPIENS
NP_001264262.1	0.013271163	ANKRD62	2.542483933	0.003310523	HOMO SAPIENS
NP_001539.3	0.006994821	IFIT1	4.517792007	0.0013152	HOMO SAPIENS
NP_001124323.1	0.000675952	CDKN3	-5.94658243	3.23E-05	HOMO SAPIENS
NP_659429.4	0.353587276	VWA3B	-1.282351208	0.262750633	HOMO SAPIENS
NP_001188481.1	0.029168963	ZNF821	5.968315799	0.010082408	HOMO SAPIENS
NP_000800.2	0.001310992	GABRA4	7.288971462	9.81E-05	HOMO SAPIENS
NP_001273621.1	0.016110665	RGS22	2.380108667	0.004415254	HOMO SAPIENS
NP_789791.1	0.006347657	NLRP10	-2.028361112	0.001150885	HOMO SAPIENS
NP_001116108.1	0.003372472	GALNT9	4.840206786	0.000439566	HOMO SAPIENS
NP_001186166.1	0.018820108	GPANK1	1.572796277	0.005530312	HOMO SAPIENS
NP_149109.1	0.004532693	MYLK2	-5.247395202	0.000693994	HOMO SAPIENS
NP_001138776.1	0.248045537	IQCN	2.794231752	0.167242793	HOMO SAPIENS
NP_001309878.1	0.601642712	FRMD5	-0.532299991	0.508507806	HOMO SAPIENS
NP_001185554.1	0.082009113	RUNX1T1	-1.321944284	0.039949127	HOMO SAPIENS
NP_005178.4	0.972657827	CBFA2T3	0.025808765	0.960003102	HOMO SAPIENS
NP_071400.1	0.249096411	TSPYL2	2.102642674	0.168155993	HOMO SAPIENS
NP_001116151.1	0.002688751	TENM2	-3.267019881	0.000307207	HOMO SAPIENS
NP_001127958.1	0.003939892	GBP5	-3.229746942	0.000554477	HOMO SAPIENS
NP_003122.1	0.873825738	SRF	0.159174545	0.828220356	HOMO SAPIENS
NP_003704.3	0.014910077	PLPP3	-1.70775425	0.003946625	HOMO SAPIENS
NP_078794.1	0.002824123	ULBP3	-6.175569953	0.000331749	HOMO SAPIENS
NP_776155.1	0.111886096	FUNDC1	1.201936277	0.060395616	HOMO SAPIENS
NP_056099.3	0.734586845	SZT2	-0.277947445	0.65660907	HOMO SAPIENS
NP_001094827.1	0.094866734	CCDC160	5.714028301	0.048385844	HOMO SAPIENS
NP_001242907.1	0.031418695	CREB3L4	-1.83814419	0.011195563	HOMO SAPIENS
NP_055796.1	0.091617355	MYH15	2.622155816	0.046284324	HOMO SAPIENS
NP_848602.1	0.060904418	OAF	2.567531335	0.027038982	HOMO SAPIENS
NP_005036.2	0.046150577	RELN	-2.020503075	0.018844285	HOMO SAPIENS
NP_065871.2	0.332736795	PREX1	-0.986354404	0.243597072	HOMO SAPIENS
NP_001098668.1	0.007631017	TMEM177	-2.402428361	0.001501686	HOMO SAPIENS
NP_783161.1	0.717868233	GIMAP8	0.917523481	0.637995891	HOMO SAPIENS
NP_001287743.1	0.188502019	KRT78	-0.86883986	0.118338526	HOMO SAPIENS
NP_006217.3	0.091851175	PLCL1	-2.898023697	0.04643699	HOMO SAPIENS
NP_835470.1	0.155039725	MOGAT3	1.840817999	0.092222881	HOMO SAPIENS
NP_001273767.1	0.454624936	GRID2	0.383812756	0.357898875	HOMO SAPIENS
NP_001267730.1	0.016691764	RNF130	-5.00135116	0.00466504	HOMO SAPIENS
NP_001304759.1	0.081564723	JPH1	3.450347615	0.039686684	HOMO SAPIENS
NP_000917.3	0.134011414	PGR	1.481705671	0.07663212	HOMO SAPIENS
NP_001306605.1	0.002296241	CAPN9	-2.551271769	0.000239139	HOMO SAPIENS
NP_001005783.2	0.644147369	HAO2	0.563189501	0.554742343	HOMO SAPIENS
NP_001244897.1	0.035073238	ITPRID1	-3.801812834	0.012970424	HOMO SAPIENS
NP_005731.1	0.1639738	DNAL4	1.615213594	0.099288261	HOMO SAPIENS
NP_001273426.1	0.854271633	PIF1	0.16944054	0.800938136	HOMO SAPIENS
NP_001338607.1	0.227110512	ZNF560	8.428164769	0.149927759	HOMO SAPIENS
NP_001120693.1	0.001450391	CACNA1A	4.976358927	0.000113982	HOMO SAPIENS
NP_001164626.1	0.78788239	PET100	-0.263655333	0.718701771	HOMO SAPIENS
NP_659401.2	0.118593551	TRMT10B	2.794345764	0.065304389	HOMO SAPIENS
NP_001269674.1	0.117264185	ARMC3	5.032953482	0.064261972	HOMO SAPIENS
NP_001171678.1	0.045642154	SLITRK4	1.33356572	0.018542646	HOMO SAPIENS
NP_004855.2	0.001356804	GDF15	7.596525322	0.000103531	HOMO SAPIENS
NP_001340413.1	0.229205996	SPATA6L	-0.851959775	0.15184165	HOMO SAPIENS
NP_004660.2	0.053302586	CLIC3	4.470868838	0.02267078	HOMO SAPIENS
NP_079501.2	0.570479305	PNPLA3	0.630644386	0.476336681	HOMO SAPIENS
NP_001342502.1	0.381739046	CCDC92B	1.275281424	0.289443952	HOMO SAPIENS
NP_001123990.1	0.384003842	CSGALNACT1	-2.143549363	0.291612994	HOMO SAPIENS
NP_001305847.1	0.05777801	GLIS2	4.552664483	0.025182728	HOMO SAPIENS
NP_443152.1	0.019717531	KLHL29	3.887119006	0.005930017	HOMO SAPIENS
NP_001025035.1	0.327179096	KIAA1755	2.193170927	0.238754734	HOMO SAPIENS
NP_057706.2	0.480822339	MRPL35	-0.474301771	0.383525595	HOMO SAPIENS
NP_006062.1	0.009954873	PKDREJ	-4.435698794	0.002202502	HOMO SAPIENS
NP_006559.1	0.157418583	CGRRF1	-1.858441878	0.094227005	HOMO SAPIENS
NP_079429.2	0.524645428	ATP10B	-0.376417904	0.428345505	HOMO SAPIENS
NP_000107.1	0.443395923	TAZ	1.094674837	0.346468829	HOMO SAPIENS
NP_001308653.2	0.230662982	LOC645177	0.93356564	0.152975286	HOMO SAPIENS
NP_001273088.1	0.949500114	CCDC83	0.13918433	0.926447264	HOMO SAPIENS
NP_689714.2	0.734792982	PYHIN1	0.868719637	0.656860393	HOMO SAPIENS
NP_543024.2	0.930660582	CNBD2	0.198894872	0.902118965	HOMO SAPIENS
NP_085150.1	0.00196999	KDM7A	7.838905289	0.000187901	HOMO SAPIENS
NP_001317255.1	0.096260392	PYGO1	-2.145524017	0.049395393	HOMO SAPIENS
NP_620140.1	0.181124788	GINM1	0.769295106	0.112386991	HOMO SAPIENS
NP_001027535.1	0.488258575	MINOS1	-1.28618644	0.391373385	HOMO SAPIENS
NP_001309009.1	0.769425228	MFSD9	0.323099422	0.69612013	HOMO SAPIENS
NP_004904.2	0.094802027	VPS9D1	2.55164838	0.048326882	HOMO SAPIENS
NP_060523.2	0.300023137	XKR8	-0.955649145	0.214008837	HOMO SAPIENS
NP_001243084.2	0.447012512	ARMCX4	-0.747161539	0.350192442	HOMO SAPIENS
NP_036469.2	0.008695119	CFAP45	8.168001662	0.001817435	HOMO SAPIENS
NP_001269124.1	0.990926866	SLC25A14	0.007763461	0.988213484	HOMO SAPIENS
NP_001157937.2	0.944093742	GOLGA6L10	0.208174911	0.919784797	HOMO SAPIENS
NP_001288115.1	0.000741754	LINGO1	10.93494423	3.87E-05	HOMO SAPIENS
NP_689644.2	0.112034917	PIWIL4	1.965595674	0.060516853	HOMO SAPIENS
NP_001001661.1	0.002229717	ZNF425	8.82077425	0.00022692	HOMO SAPIENS
NP_001180407.1	0.090625549	CDADC1	1.380275773	0.045577471	HOMO SAPIENS
NP_006054.2	0.01007531	KLHL41	4.004668152	0.002242943	HOMO SAPIENS
NP_001154912.2	0.069211505	PTPRH	2.671024623	0.032072704	HOMO SAPIENS
NP_001243474.1	0.285712785	MEGF10	4.294221451	0.200723924	HOMO SAPIENS
NP_060689.2	0.974147153	CCDC87	0.023877437	0.962506471	HOMO SAPIENS
NP_001333799.1	0.059151015	NAIP	2.546359518	0.026022991	HOMO SAPIENS
NP_057391.1	0.988837648	PRRX2	0.012584442	0.984681511	HOMO SAPIENS
NP_001129625.1	0.03509057	ATF6B	3.326648633	0.012984795	HOMO SAPIENS
NP_001240744.1	0.122963175	SLC52A2	-1.172610073	0.068553906	HOMO SAPIENS
NP_058544.3	0.522411362	SHC3	-0.716474746	0.425996998	HOMO SAPIENS
NP_775760.3	0.008297146	MROH2B	2.842732823	0.001696386	HOMO SAPIENS
NP_001073893.1	0.044229288	KDM6B	3.64001319	0.01781121	HOMO SAPIENS
NP_001180350.1	0.00097421	TSHZ2	7.104677176	6.37E-05	HOMO SAPIENS
NP_006020.4	0.005411281	PNMA1	2.608829555	0.000894472	HOMO SAPIENS
NP_001335118.1	0.089926832	SNX16	1.269825203	0.045127576	HOMO SAPIENS
NP_001278624.1	0.873825738	KIR2DS2	-0.16098713	0.82833813	HOMO SAPIENS
NP_001309097.1	0.000253112	KIR3DL1	4.258959173	4.95E-06	HOMO SAPIENS
NP_065983.1	0.003245814	MAGEE1	-9.853781567	0.000413578	HOMO SAPIENS
NP_004407.2	0.006876667	DTX1	2.995549376	0.001280431	HOMO SAPIENS
NP_001339615.1	0.015697685	IL16	4.379798402	0.004268292	HOMO SAPIENS
NP_056503.1	0.043041093	FAM184B	5.350964943	0.01717558	HOMO SAPIENS
NP_003181.3	0.300280931	TAPBP	1.1015095	0.214274947	HOMO SAPIENS
NP_001171992.1	0.884377244	ZNF75D	0.234203456	0.842402421	HOMO SAPIENS
NP_008817.1	0.002330584	ATP5F1E	-3.380187441	0.00024612	HOMO SAPIENS
NP_653242.3	0.967954291	PPM1M	-0.066060341	0.952846571	HOMO SAPIENS
NP_570139.3	0.860678506	TSPAN18	0.188652436	0.809615981	HOMO SAPIENS
NP_001306028.1	0.018670567	EFR3B	2.859905638	0.005470292	HOMO SAPIENS
NP_115695.1	0.000954297	PRADC1	10.25224382	6.16E-05	HOMO SAPIENS
NP_061136.2	0.006516843	SAGE1	5.967670465	0.001190388	HOMO SAPIENS
NP_001073880.1	0.039545375	ZNF433	2.31556932	0.01531138	HOMO SAPIENS
NP_001008541.1	0.058980441	MXI1	-1.6699922	0.025901614	HOMO SAPIENS
NP_001005290.1	0.002435185	PSRC1	-6.047530694	0.000264723	HOMO SAPIENS
NP_938073.1	0.563074051	KLHL17	-1.340455939	0.468303281	HOMO SAPIENS
NP_001009931.1	0.077263554	HRNR	7.587659692	0.037036467	HOMO SAPIENS
NP_671512.1	0.003665639	SGMS1	8.388413877	0.000492834	HOMO SAPIENS
NP_071407.4	0.020773852	CDH23	3.663805162	0.006365263	HOMO SAPIENS
NP_001985.2	0.017383698	F13B	3.18787532	0.004936171	HOMO SAPIENS
NP_005389.1	0.030370113	PPP1R3C	5.630637738	0.010680544	HOMO SAPIENS
NP_872381.2	0.419261196	IZUMO1	-1.546525759	0.323591883	HOMO SAPIENS
NP_001273388.1	0.552159163	N4BP2L1	0.721065434	0.456982866	HOMO SAPIENS
NP_001096062.1	0.088433901	HENMT1	-2.058610608	0.044200807	HOMO SAPIENS
NP_060494.1	0.2698262	WDYHV1	-0.665784905	0.186560252	HOMO SAPIENS
NP_001034842.2	0.929302995	EML6	0.193913855	0.900548548	HOMO SAPIENS
NP_149093.1	0.002804847	SLC45A3	6.420502126	0.000328717	HOMO SAPIENS
NP_057048.2	0.279295968	TPPP3	3.355381144	0.194761157	HOMO SAPIENS
NP_001138294.1	0.018438902	CD58	2.610555422	0.005366101	HOMO SAPIENS
NP_001120691.1	0.026936015	ACCS	-4.041621718	0.009077014	HOMO SAPIENS
NP_001138503.1	0.122904863	PLAU	2.705323498	0.06850858	HOMO SAPIENS
NP_001269569.1	0.517311808	SUSD1	1.809404501	0.420847038	HOMO SAPIENS
NP_057289.1	5.53E-05	PDGFC	15.53676238	2.13E-08	HOMO SAPIENS
NP_631901.2	0.778599823	MIEF2	-0.171386582	0.708031219	HOMO SAPIENS
NP_001156002.1	0.001906536	SH3D21	5.145103929	0.00017802	HOMO SAPIENS
NP_001308454.1	0.206934291	GPAT2	1.104139229	0.133169615	HOMO SAPIENS
NP_005058.3	0.004229023	SIAH2	-5.050020464	0.000621156	HOMO SAPIENS
NP_005928.2	0.156615878	MLLT6	2.044271394	0.09344633	HOMO SAPIENS
NP_001074445.1	0.420042268	DSE	-0.406869718	0.324271404	HOMO SAPIENS
NP_872302.2	0.024890198	CCDC38	3.31173928	0.008202731	HOMO SAPIENS
NP_001243404.1	0.936690952	THEGL	-0.076599461	0.909930796	HOMO SAPIENS
NP_006554.1	0.115752095	KLF1	1.973464361	0.063222028	HOMO SAPIENS
NP_001300988.1	0.227110512	ZNF510	8.428164769	0.149927759	HOMO SAPIENS
NP_065979.1	0.998402115	ZSWIM6	0.002342604	0.99758196	HOMO SAPIENS
NP_001257870.1	0.004621612	JAKMIP2	10.16853948	0.000715778	HOMO SAPIENS
NP_065775.1	0.007024904	RNF150	-2.801346984	0.001324703	HOMO SAPIENS
NP_001139656.1	0.019507315	PEG3	-1.531601721	0.00582832	HOMO SAPIENS
NP_001287697.1	0.036228404	PRIMPOL	2.230106651	0.013580691	HOMO SAPIENS
NP_005556.1	0.210954177	LCP2	0.984892094	0.136862203	HOMO SAPIENS
NP_065766.1	0.004129048	PLEKHH1	8.142275479	0.000600066	HOMO SAPIENS
NP_001177900.1	0.468127632	PIWIL1	-0.71944039	0.371434237	HOMO SAPIENS
NP_001078950.1	0.000140232	MAP1LC3B2	-9.234975903	8.10E-07	HOMO SAPIENS
NP_001345164.1	0.005401358	DCHS2	5.068504362	0.000890859	HOMO SAPIENS
NP_001273708.1	0.056977429	GARNL3	3.599925601	0.024754706	HOMO SAPIENS
NP_001137434.1	0.035532772	CAPN8	3.736686626	0.013225871	HOMO SAPIENS
NP_001265238.1	0.113018041	AKAP3	2.432593337	0.061137224	HOMO SAPIENS
NP_542410.2	0.004051492	COL11A2	7.589232625	0.000579471	HOMO SAPIENS
NP_079014.1	0.027625753	C12orf49	4.552972534	0.009382569	HOMO SAPIENS
NP_919272.1	0.317941762	SPATA24	2.322945788	0.230388796	HOMO SAPIENS
NP_115560.1	0.123378393	SYDE2	2.490833888	0.068885144	HOMO SAPIENS
NP_057316.3	0.299012166	IL1RL1	4.883319088	0.213014782	HOMO SAPIENS
NP_001277190.1	0.029155483	ZNF337	-4.279335328	0.010072647	HOMO SAPIENS
NP_001186713.1	0.191164682	SDCBP2	-2.197629432	0.120400552	HOMO SAPIENS
NP_001078949.1	0.685567525	FAM162B	-0.740719012	0.600591193	HOMO SAPIENS
NP_001247433.1	0.20915619	STK31	0.56388681	0.135313899	HOMO SAPIENS
NP_001071092.1	0.197428118	ZNF846	8.595027819	0.125582015	HOMO SAPIENS
NP_002268.2	0.321205829	KRT31	-3.147134205	0.233397923	HOMO SAPIENS
NP_878911.1	0.07267162	PRDM1	-4.707907065	0.034073942	HOMO SAPIENS
NP_001010854.1	0.589726921	TTC7B	-0.631662721	0.495381459	HOMO SAPIENS
NP_001139242.1	0.000150637	ADGRG1	27.35692923	1.17E-06	HOMO SAPIENS
NP_001254747.1	0.335357547	OSTC	-0.96224507	0.245855405	HOMO SAPIENS
NP_001341926.1	0.919439783	SLC35E3	-0.099210206	0.88696231	HOMO SAPIENS
NP_001138923.2	0.607608491	ARHGEF33	-0.263590403	0.514492878	HOMO SAPIENS
NP_775816.1	0.675879857	APLF	-0.551082889	0.589204866	HOMO SAPIENS
NP_001005861.1	0.000668891	RYK	8.402702792	3.18E-05	HOMO SAPIENS
NP_002112.3	0.028080725	HLA-DPB1	5.30386024	0.009583227	HOMO SAPIENS
NP_001159765.1	0.007370782	SSX2IP	-3.151284081	0.001423565	HOMO SAPIENS
NP_001182157.1	0.30753389	PIMREG	-1.489769506	0.220994369	HOMO SAPIENS
NP_001337882.1	0.706009613	LMBR1	-0.482922565	0.623734224	HOMO SAPIENS
NP_653320.3	0.022891048	CCDC13	4.140441394	0.007297766	HOMO SAPIENS
NP_055793.1	5.70E-05	SORCS3	9.356633742	3.12E-08	HOMO SAPIENS
NP_775886.3	0.172132755	VWA3A	1.460827154	0.105556945	HOMO SAPIENS
NP_078928.3	0.021311625	LRRK1	-4.900711692	0.006588397	HOMO SAPIENS
NP_056534.2	0.361552888	COL5A3	1.221296236	0.270273654	HOMO SAPIENS
NP_060696.4	0.000981809	RNPEPL1	4.937789507	6.43E-05	HOMO SAPIENS
NP_848658.3	0.852632808	AGBL3	-0.37537891	0.798701214	HOMO SAPIENS
NP_001182760.2	0.024636136	CFAP57	5.352330175	0.008050143	HOMO SAPIENS
NP_001238949.1	0.715956418	TRPM1	-0.328946122	0.635381914	HOMO SAPIENS
NP_001138845.1	0.00031306	OTUD1	6.489161051	7.80E-06	HOMO SAPIENS
NP_005293.1	0.00503829	GPR37	6.559987853	0.000809824	HOMO SAPIENS
NP_068752.2	0.530494736	MIIP	-0.668131221	0.434573486	HOMO SAPIENS
NP_714543.1	0.100361762	GSTA5	2.563205271	0.052214498	HOMO SAPIENS
NP_001098713.1	0.676632166	PCDH19	0.597356773	0.590105199	HOMO SAPIENS
NP_036425.1	0.447421891	PXDN	1.33587366	0.35055399	HOMO SAPIENS
NP_001245255.1	0.039430868	SFI1	1.812626385	0.015245451	HOMO SAPIENS
NP_001258744.1	0.13552287	NOX1	-1.260914672	0.077658703	HOMO SAPIENS
NP_001154829.1	0.00756285	FCHO1	-2.735480338	0.001480678	HOMO SAPIENS
NP_001292070.1	0.984229025	NMRAL1	-0.030699684	0.977395553	HOMO SAPIENS
NP_000710.5	0.002915294	CACNA1C	-3.909024659	0.000349612	HOMO SAPIENS
NP_733843.1	0.002236776	PGBD2	11.35735738	0.000228863	HOMO SAPIENS
NP_000610.2	0.007425618	IFNG	3.880805096	0.001436867	HOMO SAPIENS
NP_001231866.1	0.491843192	MST1R	1.605845267	0.395324128	HOMO SAPIENS
NP_001017989.2	0.062329007	OPA3	-3.532626799	0.027921757	HOMO SAPIENS
NP_002914.1	0.052875191	RGS2	2.443324807	0.022441551	HOMO SAPIENS
NP_777635.1	0.760586197	SEC14L3	0.352193601	0.685877188	HOMO SAPIENS
NP_001274427.1	0.162453372	SLC37A3	-1.491141369	0.098130377	HOMO SAPIENS
NP_001121369.1	0.008874802	RPGRIP1L	6.922569263	0.001880063	HOMO SAPIENS
NP_955374.1	0.00687464	SVBP	4.467601435	0.001279426	HOMO SAPIENS
NP_001004339.2	0.155962989	ZYG11A	-1.638697643	0.092900189	HOMO SAPIENS
NP_001308547.1	0.42142552	FAM126B	-1.006313922	0.325493131	HOMO SAPIENS
NP_073753.3	0.064701388	CDCP1	-2.656327509	0.029379874	HOMO SAPIENS
NP_001258011.1	0.38150676	NKD2	5.109601522	0.289229203	HOMO SAPIENS
NP_004295.2	0.025110589	ALK	-2.685742537	0.00829797	HOMO SAPIENS
NP_659467.1	0.229559516	PPP1R35	2.301539458	0.152096799	HOMO SAPIENS
NP_001307729.1	0.892400755	TESK2	-0.144457339	0.85224435	HOMO SAPIENS
NP_001304156.1	0.006598737	CDH12	-4.629462607	0.001209407	HOMO SAPIENS
NP_001135759.1	0.293580342	SEMA4D	2.360068912	0.208019733	HOMO SAPIENS
NP_001257457.1	0.280576748	RNF111	1.934284551	0.195835194	HOMO SAPIENS
NP_001341516.1	0.874073868	ANKRD36	-0.236707581	0.82867883	HOMO SAPIENS
NP_001197.1	0.018395209	KLF9	-3.458589991	0.005339245	HOMO SAPIENS
NP_150375.2	0.009284232	KCNH7	7.863676506	0.002008363	HOMO SAPIENS
NP_001291362.1	0.21504927	LOC101928841	3.13646374	0.140147115	HOMO SAPIENS
NP_001264004.1	0.004229023	ZNF541	7.967997758	0.000620941	HOMO SAPIENS
NP_001275750.1	0.945253152	OLFM3	-0.080187274	0.921095532	HOMO SAPIENS
NP_001287795.1	0.427768392	FILIP1	1.987935907	0.331797718	HOMO SAPIENS
NP_001275643.1	0.04549727	NELL1	2.245008573	0.018465002	HOMO SAPIENS
NP_001275657.1	0.484274721	PPRC1	-0.985072956	0.38725181	HOMO SAPIENS
NP_057411.1	0.000140232	UPB1	8.25157185	8.66E-07	HOMO SAPIENS
NP_660279.1	0.067817518	B3GNT7	4.553336251	0.031278014	HOMO SAPIENS
NP_689580.2	0.017252965	MAB21L3	-7.982241342	0.0048896	HOMO SAPIENS
NP_002079.3	0.00271218	GRIK5	6.806157566	0.000312658	HOMO SAPIENS
NP_071376.1	0.094600908	TNN	4.78719683	0.048207089	HOMO SAPIENS
NP_057554.4	0.049945677	OSER1	-1.794581184	0.020869962	HOMO SAPIENS
NP_006866.2	0.2564188	PIM2	2.073241828	0.174643765	HOMO SAPIENS
NP_872293.2	0.000283928	OLFML2A	27.53716592	6.38E-06	HOMO SAPIENS
NP_002151.2	0.223446193	TNC	1.079341054	0.147035108	HOMO SAPIENS
NP_001127859.1	0.286849332	ZDHHC4	0.877809301	0.201836573	HOMO SAPIENS
NP_001290065.1	0.022437917	SCUBE3	6.011564138	0.007092233	HOMO SAPIENS
NP_001152994.1	0.188305435	ZNF727	10.22771655	0.118146363	HOMO SAPIENS
NP_065122.1	0.972849286	TRPC7	0.024919691	0.960417842	HOMO SAPIENS
NP_001857.1	0.002907244	COX7B	-5.330340435	0.000347617	HOMO SAPIENS
NP_714912.1	0.013940388	IL12RB1	-4.067190124	0.003577982	HOMO SAPIENS
NP_001280157.1	0.003852549	MYCN	-9.100728635	0.00053449	HOMO SAPIENS
NP_001015508.1	0.000731276	PURG	-7.660458532	3.72E-05	HOMO SAPIENS
NP_001186219.1	0.005682412	PHOSPHO2-KLHL23	-3.995654254	0.000970408	HOMO SAPIENS
NP_055938.1	0.539068847	FRMD4B	0.928880988	0.443565686	HOMO SAPIENS
NP_116256.2	0.386378351	MICALCL	0.45924404	0.29369833	HOMO SAPIENS
NP_001158087.1	0.097026909	FZD6	-1.840660586	0.049930423	HOMO SAPIENS
NP_001264301.2	0.001664137	KIAA2012	11.42256	0.000142014	HOMO SAPIENS
NP_057675.1	0.422740289	GCNT4	1.753014693	0.326742786	HOMO SAPIENS
NP_001268358.1	0.000751378	PCED1B	7.809938899	4.02E-05	HOMO SAPIENS
NP_001257396.1	0.000870595	SOCS2	6.614130503	5.29E-05	HOMO SAPIENS
NP_000483.3	0.139074493	CFTR	-3.495478588	0.08022552	HOMO SAPIENS
NP_001752.2	0.776616884	CCNF	-0.354098881	0.705093843	HOMO SAPIENS
NP_005550.2	0.363843724	LAMA1	-1.795234279	0.272599044	HOMO SAPIENS
NP_001165289.1	0.007253589	PPARD	2.161246212	0.001389013	HOMO SAPIENS
NP_001182225.1	0.014077746	MIPOL1	-1.885485923	0.003628656	HOMO SAPIENS
NP_001307858.1	0.247384667	GTF2A2	-2.538758034	0.16657144	HOMO SAPIENS
NP_203751.2	0.025150874	FHDC1	1.962822836	0.008319347	HOMO SAPIENS
NP_001073900.1	0.00318298	SLC45A4	-6.345737881	0.000399761	HOMO SAPIENS
NP_055435.2	0.075996744	HOXC4	-1.871055928	0.03615076	HOMO SAPIENS
NP_000343.2	0.109390055	ABCC8	5.116860615	0.058598962	HOMO SAPIENS
NP_004659.2	0.6527448	MGAM	-0.567646049	0.563674567	HOMO SAPIENS
NP_001035531.2	0.245613837	ZBTB8A	-1.644432333	0.165025572	HOMO SAPIENS
NP_002237.1	0.022423871	KCNK3	6.233934545	0.0070837	HOMO SAPIENS
NP_000953.2	0.000379925	PTGS1	-7.875423098	1.21E-05	HOMO SAPIENS
NP_001124390.1	0.17677135	TTLL6	2.012655787	0.109118715	HOMO SAPIENS
NP_001119812.1	0.267030135	ORAI2	0.905265729	0.183989598	HOMO SAPIENS
NP_079441.1	0.06341602	ELL3	2.791533201	0.028593934	HOMO SAPIENS
NP_001230242.1	0.210666586	STK36	1.622497889	0.13656025	HOMO SAPIENS
NP_005682.2	0.70821638	ABCC9	0.543554317	0.626961544	HOMO SAPIENS
NP_001157637.1	0.095414276	GPR75-ASB3	-1.676645085	0.04876091	HOMO SAPIENS
NP_055733.2	0.000867171	CHSY1	12.16423999	5.24E-05	HOMO SAPIENS
YP_009742615.1	0.000515334	nsp8	15.18678655	1.99E-05	SARSCOV2_NC_045512.2
NP_006033.1	0.200514704	HS3ST3A1	1.058120169	0.128076113	HOMO SAPIENS
NP_001287757.1	0.064701388	PCDH18	2.516934441	0.029371454	HOMO SAPIENS
NP_001191228.1	0.001239852	ZNF664-RFLNA	7.511543082	9.04E-05	HOMO SAPIENS
NP_001269536.1	0.145136189	ARHGAP36	1.982913331	0.084676024	HOMO SAPIENS
NP_076947.1	0.691203709	METRN	0.487222145	0.607317331	HOMO SAPIENS
NP_001186789.1	0.476961671	KCNAB2	-0.808175129	0.379923741	HOMO SAPIENS
NP_001273456.2	0.029876619	ATP2C2	3.426260173	0.010436092	HOMO SAPIENS
NP_001033717.1	0.026375575	B3GALNT1	-3.331078653	0.008825562	HOMO SAPIENS
NP_003842.1	0.01394502	CREG1	-7.471706085	0.00358371	HOMO SAPIENS
NP_853514.1	0.901975995	PKD1L3	-0.201336301	0.864846461	HOMO SAPIENS
NP_060718.2	0.019527028	NEIL3	3.732884848	0.005842424	HOMO SAPIENS
NP_057692.1	0.001184073	ARMCX1	-6.63743851	8.46E-05	HOMO SAPIENS
NP_001137439.1	0.26966335	EFCAB8	4.441768479	0.186396545	HOMO SAPIENS
NP_001185946.1	0.159444917	LRRC49	-2.353548541	0.095978389	HOMO SAPIENS
NP_001338235.1	0.000242691	C10orf67	9.767665678	4.39E-06	HOMO SAPIENS
NP_001138590.1	0.105094878	GRID2IP	4.984242853	0.055444359	HOMO SAPIENS
NP_001287989.1	0.075441172	MORN1	4.617655674	0.035785667	HOMO SAPIENS
NP_004766.2	0.119933951	B4GALT6	7.11673592	0.06635995	HOMO SAPIENS
NP_055824.1	0.005029022	PDZRN3	9.054307952	0.000807875	HOMO SAPIENS
NP_001123885.2	0.081564723	SCNN1D	-3.753065501	0.039684699	HOMO SAPIENS
NP_001161940.1	0.0477546	PDZD3	-1.779050249	0.019679812	HOMO SAPIENS
NP_001180236.1	0.000653686	SAMD9	6.305167472	3.03E-05	HOMO SAPIENS
NP_001034597.1	0.58238406	SIRPG	-0.326809005	0.488031038	HOMO SAPIENS
NP_001269355.1	0.116599324	PIK3CG	3.674930156	0.063780554	HOMO SAPIENS
NP_001161146.1	0.002533495	CADM2	7.836936618	0.000281839	HOMO SAPIENS
NP_001124173.1	0.374967726	STYX	-1.023700226	0.283381961	HOMO SAPIENS
NP_071894.1	0.246818659	RAB17	-0.854619568	0.16605516	HOMO SAPIENS
NP_003921.2	0.045565029	SKAP2	-2.631569221	0.018502995	HOMO SAPIENS
NP_001010893.1	0.683609417	SLC10A5	0.520237492	0.598064646	HOMO SAPIENS
NP_001124500.1	0.018248648	ATG10	-4.945103545	0.005273386	HOMO SAPIENS
NP_001137415.1	0.2346794	EFCAB2	-0.971710044	0.156343291	HOMO SAPIENS
NP_001052.2	0.8667755	TBXAS1	0.197871626	0.818415324	HOMO SAPIENS
NP_001337326.1	0.00561219	ZGRF1	-6.204065817	0.000952782	HOMO SAPIENS
NP_057605.3	0.032818234	TFDP3	2.452221551	0.011863094	HOMO SAPIENS
NP_061157.3	0.135989126	ANGPTL8	-1.73062421	0.077980488	HOMO SAPIENS
NP_001350461.1	0.009080149	GIMAP4	-4.750480892	0.001939353	HOMO SAPIENS
NP_001180440.1	0.085157705	MAP3K12	1.864449762	0.042042536	HOMO SAPIENS
